"AverageBV" "Cohorts" "TimeP" "Traits" "Cohort_Rept" "Cohort_Rept_ID" "Cohort_Rept_Com"
113.052987854895 "calf-h_24" 21 "RZE (exterior)" "calf-h_24" 24 "calf-h"
119.492790951535 "calf-h_25" 26 "RZE (exterior)" "calf-h_25" 25 "calf-h"
92.8264177824914 "calf-L1" 9 "RZE (exterior)" "calf-L1" 0 "calf-L1"
100.399496393958 "calf-L1_1" 14 "RZE (exterior)" "calf-L1_1" 1 "calf-L1"
92.4154628238964 "calf-L1_2" 19 "RZE (exterior)" "calf-L1_2" 2 "calf-L1"
93.2992212095135 "calf-L1_3" 24 "RZE (exterior)" "calf-L1_3" 3 "calf-L1"
102.233079284055 "calf-L1_4" 2 "RZE (exterior)" "calf-L1_4" 4 "calf-L1"
88.7758134353852 "calf-L1_5" 7 "RZE (exterior)" "calf-L1_5" 5 "calf-L1"
94.3606172907165 "calf-L1_6" 12 "RZE (exterior)" "calf-L1_6" 6 "calf-L1"
105.503686224767 "calf-L1_7" 17 "RZE (exterior)" "calf-L1_7" 7 "calf-L1"
102.329679167191 "calf-L1_8" 22 "RZE (exterior)" "calf-L1_8" 8 "calf-L1"
104.580509562468 "calf-L1_9" 0 "RZE (exterior)" "calf-L1_9" 9 "calf-L1"
103.755907364175 "calf-L1_10" 5 "RZE (exterior)" "calf-L1_10" 10 "calf-L1"
107.982940949251 "calf-L1_11" 10 "RZE (exterior)" "calf-L1_11" 11 "calf-L1"
100.570926561683 "calf-L1_12" 15 "RZE (exterior)" "calf-L1_12" 12 "calf-L1"
104.226986876293 "calf-L1_13" 20 "RZE (exterior)" "calf-L1_13" 13 "calf-L1"
104.93783528915 "calf-L1_14" 25 "RZE (exterior)" "calf-L1_14" 14 "calf-L1"
106.875789672531 "calf-L1_15" 3 "RZE (exterior)" "calf-L1_15" 15 "calf-L1"
109.681950303033 "calf-L1_16" 8 "RZE (exterior)" "calf-L1_16" 16 "calf-L1"
105.591142641534 "calf-L1_17" 13 "RZE (exterior)" "calf-L1_17" 17 "calf-L1"
112.094177774612 "calf-L1_18" 18 "RZE (exterior)" "calf-L1_18" 18 "calf-L1"
109.265436778832 "calf-L1_19" 23 "RZE (exterior)" "calf-L1_19" 19 "calf-L1"
109.569506374453 "calf-L1_20" 2 "RZE (exterior)" "calf-L1_20" 20 "calf-L1"
111.225583753018 "calf-L1_21" 7 "RZE (exterior)" "calf-L1_21" 21 "calf-L1"
111.786334135715 "calf-L1_22" 12 "RZE (exterior)" "calf-L1_22" 22 "calf-L1"
111.772988729896 "calf-L1_23" 16 "RZE (exterior)" "calf-L1_23" 23 "calf-L1"
102.888866851343 "calf-L1_23" 17 "RZE (exterior)" "calf-L1_23" 23 "calf-L1"
110.8157219837 "calf-L1_24" 21 "RZE (exterior)" "calf-L1_24" 24 "calf-L1"
117.140926376481 "calf-L1_25" 26 "RZE (exterior)" "calf-L1_25" 25 "calf-L1"
91.5140461903125 "calf-L2" 9 "RZE (exterior)" "calf-L2" 0 "calf-L2"
97.2425607846646 "calf-L2_1" 14 "RZE (exterior)" "calf-L2_1" 1 "calf-L2"
89.3156800004483 "calf-L2_2" 19 "RZE (exterior)" "calf-L2_2" 2 "calf-L2"
